1118	文件读取后没有正常关闭。正在启动播放器以播放录像。
1119	文件大小错误。无法播放游戏录像。
1120	文件名无效。无法播放游戏录像。
1121	版本错误。不再支持该游戏录像。
1122	你确定要删除选中的游戏吗？
1123	文件删除出错。
1124	你必须创建一份用户档案才可以继续游戏。
1125	无法创建玩家档案。已经有一份同名档案存在。
1126	你必须输入一个正确的档案名字。
1127	你的《家园重制版》版本和主机的版本不同。你必须和主机拥有完全相同的版本才能够加入游戏。\n\n你可以通过联系主机的使用者，或登录www.homeworldremastered.com，以获取如何找到其他版本的《家园重制版》的信息。
1128	你确定要重新开始吗？当前的游戏进度会因此丢失。
1129	教学指南已经全部完成了。你想返回主菜单吗？
1130	你确实要回收全部舰队吗？当前游戏会因此而被判负。
1131	你确定要重置所有任务吗？所有任务进度都将丢失。
1132	你确实要删除选中的档案吗？该档案下的所有存档和玩家信息都将丢失。
1133	你确定要用它替换%s子系统吗？
1134	你确定要恢复默认控制设置吗？
1135	<c=FFD800>%s</c>已经分配给了<c=FFD800>%s</c>\n\n你想要替换它吗？
1136	<c=FFD800>%s</c>已经分配给了<c=FFD800>%s</c>，无法再被分配。
1137	你确定要重置选中的按键吗？
1138	未分配。
1139	请按键...
1140	你确定要恢复默认的玩家设置吗？所有分组颜色配置都将丢失。
1141	游戏密码不匹配。请重新确认密码。
1142	必须退出家园才可以安装升级文件。\n\n按“是”以继续安装，或按“否”以返回主菜单。
1143	你的昵称中包含了非法字符，在进行多人在线游戏时将无法被正确显示。\n可用的字符是："ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789[]\\`_^{|}-"
1144	你确定要恢复默认的选项设置？
1145	%s指令只能分配给一个键。
1146	无法读取你的游戏存档。该存档可能已损坏，或是由不同版本的《家园重制版》生成的。
1147	必须重新启动《家园重制版》才能使分辨率改动生效。你想现在重启《家园重制版》吗？
1200	未找到主机。
1201	地址无效。
1202	密码无效。
1203	网络不可用。
1204	游戏已满。
1205	版本/模组不同。
1206	失去同步。
1207	未知关卡。
1208	主机退出了游戏。
1209	正在等待其他玩家读取完成...
1210	正在下载内容...
1211	你已被踢出了游戏。
1212	已经离开了游戏。
1220	*ESRB提醒: 在线游戏期间游戏体验可能会发生变化
1221	v%d.%d
1222	自动保存
1223	你正在使用与主机不匹配的"-mod"命令行参数运行游戏。为了确保你的游戏能正常运行，你必须使用同样的版本加载"-mod"。请联系游戏主机或尝试获取你所要运行的模组的最新版本以确保兼容性。
1230	无法连接到多人在线游戏客户端。
1231	%ls已被消灭！
1232	你已被%ls消灭！
1233	
1234	
1235	
1050	当前游戏中的玩家数量(%s)超过最大玩家限额。如果你继续，位于将被移除的位置的玩家将被放入空的或电脑玩家的位置。如果没有可用的位置，他们将被移出游戏。 执行？
1051	网络已断开。
1052	您确定要保留这些显示设定？
1053	这些设定可能会导致游戏性能下降。 执行？
1213	游戏已经开始或已关闭。
1214	您的系统不满足运行游戏所需OpenGL的最低版本。OpenGL的所需最低版本为
1215	您的系统报告的OpenGL版本
1216	请将您的显卡驱动升级以检查新的驱动是否对OpenGL有更好的支持。如果您坚持继续运行游戏，游戏可能会崩溃。
1217	内存不足 - 请考虑降低贴图细节或贴图尺寸设定。
1218	一般故障
1219	访问冲突
1224	未能加载OpenGL
1225	恢复重制版默认档案设置
1226	当你下次启动《家园：重制版》时，你的个人档案将被重设为默认设定。
1227	你不会失去任何已保存的游戏数据。
1228	不能获得可用的OpenGL 3.3程序。  
1229	确认你的设备支持OpenGL 3.3、显卡驱动已更新，并且启动了对应的显卡来运行游戏。
1236	游戏因为内存不足而崩溃。  
1237	请考虑降低贴图细节与贴图尺寸设定。

rangeend
